,rts_dms_mode,rts_dms_string,rts_reachable_cities,rts_granularity_level,rtg_dms_mode,rtg_dms_orig_string,rtg_dms_dest_string,rtg_distance_miles,rtg_path,rtg_granularity_level,rtg_type
0,Road,Albany NY  CFS Area,New York NY-NJ-CT-PA (NY Part),Hubs,Road,Albany NY  CFS Area,New York NY-NJ-CT-PA (NY Part),131.96350472347692,"[(-73.75549200013072, 42.651149999643), (-73.75277200034243, 42.64983499985842), (-73.75415899967105, 42.647445000060664), (-73.75435800055206, 42.64683399988813), (-73.75102400068896, 42.64420499982581), (-73.74769799933821, 42.64309700010851), (-73.74637799955832, 42.6426959996947), (-73.7462629995513, 42.640754000100465), (-73.74817799995195, 42.63955699984161), (-73.74394799978846, 42.6304749997043), (-73.74381800007637, 42.630254000249664), (-73.7434069998768, 42.629569000137714), (-73.70991500042415, 42.59875200020959), (-73.69009999961956, 42.577186000358786), (-73.68121000000929, 42.562017000088396), (-73.68030400000839, 42.56046299983074), (-73.68329200022337, 42.5546980001178), (-73.68202100036503, 42.4918519998494), (-73.67843999980215, 42.488586000174415), (-73.68470500008299, 42.47413999957005), (-73.68849399935765, 42.42823500029782), (-73.69127600049126, 42.409993999909695), (-73.69127799974427, 42.40964500016923), (-73.69118600033175, 42.40891200002725), (-73.69105000054783, 42.40847699999647), (-73.69067500043627, 42.407678000295114), (-73.72327500021542, 42.27259799992579), (-73.73496999956389, 42.22245499961292), (-73.75893899983036, 42.17762500028533), (-73.71595099949494, 42.11890499995223), (-73.71587899967989, 42.118384999711935), (-73.7159829996526, 42.11667100035168), (-73.7151900004705, 42.11477499993603), (-73.7551979995764, 41.957822999838854), (-73.75544099954865, 41.95630499972786), (-73.77355400049699, 41.826424000012366), (-73.77279199968955, 41.82558499975323), (-73.76944800021676, 41.77846399971649), (-73.76896900009464, 41.77725100002858), (-73.786943000577, 41.687177000040876), (-73.78821099958589, 41.67228900003412), (-73.78845300029695, 41.67151699981745), (-73.78874500034617, 41.66929199962856), (-73.78902400045703, 41.66824400016599), (-73.77654299965693, 41.62644899998813), (-73.77608699974579, 41.625767999512554), (-73.77472100044419, 41.625024999948955), (-73.77382000034063, 41.625724000459364), (-73.77272100021948, 41.62496500035439), (-73.7724180006003, 41.624523000041904), (-73.77970599955758, 41.55703299986187), (-73.77851799957804, 41.55559799978871), (-73.77329800043337, 41.54272700023774), (-73.76529100023392, 41.54016299966967), (-73.71816699945326, 41.54627100024471), (-73.68334899964933, 41.51336699998005), (-73.67988700053426, 41.505223999704455), (-73.65057999976575, 41.47700599980701), (-73.64824999999196, 41.474290000149956), (-73.64901900034998, 41.47413099963488), (-73.64967100023362, 41.47396300021475), (-73.64736300015596, 41.47114600037585), (-73.62938499966494, 41.427345999582926), (-73.62659100048523, 41.42441199991771), (-73.6004419996433, 41.39347999966216), (-73.60148000009565, 41.389680999660875), (-73.600158999631, 41.38671699971873), (-73.65196899945961, 41.345884000345904), (-73.65336500039056, 41.34591400029867), (-73.65597700056706, 41.34344499969456), (-73.65567100006302, 41.327489000304965), (-73.65616900027653, 41.326606000131285), (-73.67383599963347, 41.300227999538336), (-73.67678300026704, 41.29508400025271), (-73.67911899998676, 41.283139999684096), (-73.67721699990047, 41.26549200032137), (-73.64655899945703, 41.20630799982226), (-73.644662999592, 41.20181899981492), (-73.62759199970337, 41.20259199965649), (-73.59710699978496, 41.160796000423495), (-73.56660699986834, 41.10391899961496), (-73.56653499941409, 41.10376600028627), (-73.56549800017962, 41.102212000071425), (-73.56510799990136, 41.10136499993177), (-73.55018099944353, 41.07264900006124), (-73.54233999958768, 41.050985000008666), (-73.5466509997991, 41.05056400035068), (-73.57812299997966, 41.041710999726675), (-73.57876299947664, 41.04165599978433), (-73.57859600024986, 41.04129499963994), (-73.58166899971505, 41.040339000311995), (-73.60250199937487, 41.0281470003423), (-73.60548399987765, 41.02731000028824)]",Hubs,pc
1,Road,Albany NY  CFS Area,Rochester NY,Hubs,Road,Albany NY  CFS Area,Rochester NY,214.25380509857976,"[(-73.75549200013072, 42.651149999643), (-73.76328600054659, 42.65673699987577), (-73.7640519993348, 42.65717500022661), (-73.76767700052218, 42.65881499992565), (-73.79212100030931, 42.66643000026301), (-73.79289199998219, 42.6667990001389), (-73.80649299959065, 42.67115799946017), (-73.80963900018232, 42.672156999601114), (-73.83910600027467, 42.68155900022587), (-73.8429730005973, 42.68279099998123), (-73.84471000003059, 42.68334100004459), (-73.84630800019093, 42.68383599978243), (-73.88806099981551, 42.69759099961308), (-73.92241800030884, 42.70768700001841), (-73.93231000049948, 42.71453599964238), (-73.98539800056382, 42.734901999661155), (-74.04919499977807, 42.750812000286), (-74.11359999982716, 42.76019099981399), (-74.13404699968002, 42.761481999830124), (-74.1845460001561, 42.76761200023594), (-74.2459930000471, 42.76101199966057), (-74.25531200004826, 42.760703000468354), (-74.33044499958379, 42.75711300020703), (-74.5325449997631, 42.76093599957343), (-74.62220199982889, 42.78947899974625), (-74.66031500027998, 42.80306200042821), (-74.7355759996447, 42.82115199948052), (-74.86996600026225, 42.83774099966828), (-74.98511999974997, 42.85342000007921), (-74.99945200057162, 42.85878399976009), (-75.137758000641, 42.88854199985641), (-75.1933730000085, 42.885185000221234), (-75.21158599962358, 42.88000900012966), (-75.25116300046571, 42.879157999749026), (-75.37889000053408, 42.91380799991211), (-75.44244200043705, 42.91622099993422), (-75.48014199977372, 42.90711400010428), (-75.56692699977934, 42.88565999994917), (-75.57679500048938, 42.88526500010231), (-75.58082499946781, 42.8878820001977), (-75.85092599958486, 42.929883999749535), (-75.85942099959055, 42.927406999962244), (-75.87233400048659, 42.92436399997024), (-76.01496999995291, 42.897799999572605), (-76.10541400048723, 42.89211500043222), (-76.1115029997573, 42.89295599961719), (-76.22108499997674, 42.9103689999114), (-76.32840900030973, 42.93127500046317), (-76.33542599993503, 42.93109000044099), (-76.3926559995019, 42.94512300022954), (-76.41598500024676, 42.94426600038767), (-76.43714800029402, 42.94467200031629), (-76.45842900013083, 42.94337000023474), (-76.55895000000058, 42.933270000408136), (-76.56120899997238, 42.93317399981858), (-76.56132699977853, 42.93479900023124), (-76.56624999970016, 42.933494999923646), (-76.56892699960376, 42.93241499983451), (-76.59533499931779, 42.92930600027122), (-76.6093640004586, 42.92802100045605), (-76.62515500021968, 42.92586000022606), (-76.76763499973609, 42.949287999737244), (-76.76899499971861, 42.94862399968099), (-76.84631900054384, 42.961016999833966), (-76.97741099998898, 42.95188300007306), (-76.97740700018467, 42.95192100001019), (-76.98002500051003, 42.95274100019344), (-76.98663900027526, 42.95481200026792), (-77.17032699988665, 42.97326500021436), (-77.22809299955672, 42.97834100016021), (-77.23615799952728, 42.9786700003208), (-77.36376800025484, 42.99535999970102), (-77.37129900048964, 42.99574900044331), (-77.43366099953255, 43.005378999822234), (-77.43892599982242, 43.01102299995866), (-77.44026999930907, 43.016268000316025), (-77.44407899992633, 43.020614999991636), (-77.46327700017528, 43.045279999765384), (-77.47134000049387, 43.0571699999519), (-77.47132999984947, 43.06030999984714), (-77.4837659994103, 43.07665799993832), (-77.48636600019063, 43.07890399984283), (-77.51525600019728, 43.090828000319384), (-77.5477169998316, 43.11101700010508), (-77.55083199954561, 43.113517999997086), (-77.55152399969589, 43.11426100004811), (-77.55273999934475, 43.11554600009521), (-77.55392499947156, 43.116702000295916), (-77.55463799975603, 43.11743600037446), (-77.58566799957777, 43.14198700018266), (-77.58644599956251, 43.142405999698624), (-77.59985199946509, 43.150070000216814), (-77.60190399938011, 43.15123800001602), (-77.60282600012812, 43.15310899994196), (-77.60478999985891, 43.1528750002895), (-77.60509899950098, 43.15408899984786), (-77.60551700003978, 43.155131000189), (-77.60671700028897, 43.15497299996714), (-77.6080190000001, 43.15473400041084), (-77.61200599991353, 43.15447499953357), (-77.61254699970655, 43.15570800022138), (-77.6156239994058, 43.15857900022745)]",Hubs,pc
2,Road,Atlanta GA,Birmingham AL,Hubs,Road,Atlanta GA,Birmingham AL,142.92315518112548,"[(-84.39005699965129, 33.75445199962218), (-84.38979600048839, 33.75429500030001), (-84.39214499954417, 33.75206899988452), (-84.39302300014819, 33.75093500042756), (-84.39388000025544, 33.74983799977457), (-84.39695900005016, 33.746965000347046), (-84.39794100017834, 33.7464709999226), (-84.39799299955826, 33.745845000296065), (-84.40277800031292, 33.74321000010841), (-84.41197200052567, 33.74141099999433), (-84.4150170000904, 33.74154300031775), (-84.420736999822, 33.741999000008775), (-84.467037000024, 33.75569399982142), (-84.4696789996366, 33.75751500014232), (-84.47346599991484, 33.758566999675), (-84.48440099960212, 33.76055700023736), (-84.48769699960206, 33.76222600016082), (-84.50171300043662, 33.76618100028072), (-84.52200000046707, 33.76525599959845), (-84.53269399965353, 33.768073999919935), (-84.54729699979077, 33.77205599986215), (-84.5537040001459, 33.773243999616035), (-84.56154100050185, 33.774057999921304), (-84.56561400024158, 33.77434800025366), (-84.6017489998301, 33.776770000091524), (-84.6026329998951, 33.77684099991277), (-84.61081299979612, 33.77709100008414), (-84.64468500039666, 33.77027600022394), (-84.65842199974635, 33.767398999945044), (-84.71169399999931, 33.75278199965248), (-84.71913200048864, 33.74787100012086), (-84.73192200019066, 33.73579599964389), (-84.74651200059064, 33.73082399964392), (-84.75739799997184, 33.728991999616845), (-84.76647599997543, 33.72721699977504), (-84.82745700036484, 33.71856499969681), (-84.83879199951926, 33.71983800032247), (-84.89546700006927, 33.72404399977851), (-84.90651300030015, 33.7255749999297), (-84.93257300008143, 33.722565999731096), (-84.94628799991354, 33.722245999941144), (-85.02072200005043, 33.71753399987374), (-85.03361599951906, 33.7160840003892), (-85.07935999994571, 33.697258999625866), (-85.1457650002933, 33.685660999621035), (-85.15695399993206, 33.68574800042638), (-85.19410399967973, 33.68970999981753), (-85.25714000020339, 33.68576099993386), (-85.26727700000507, 33.68448199992735), (-85.41061399968244, 33.65491300026696), (-85.41687800046935, 33.652370000462476), (-85.49951800034773, 33.64656499964856), (-85.50721600004141, 33.64427000034768), (-85.59261300047716, 33.621178000113794), (-85.59899599992092, 33.62216000029282), (-85.71897499984716, 33.61817800003237), (-85.7262040002124, 33.617654000266796), (-85.78235199999258, 33.611813999963495), (-85.78876099954773, 33.61125600021873), (-85.82733700003233, 33.6052570002356), (-85.83382999959306, 33.605278999666304), (-85.92068499994704, 33.584504000051275), (-85.92813800042435, 33.58377999965607), (-86.02003300047878, 33.580939999917945), (-86.02618200012434, 33.582244000199935), (-86.12076599968171, 33.590885000004874), (-86.12704299966231, 33.59129900017557), (-86.18426400037517, 33.59391599993995), (-86.209186999609, 33.597391000404485), (-86.21473500024655, 33.5993210000484), (-86.27682300038339, 33.60672800015335), (-86.28100999975022, 33.60656000007076), (-86.28541999977709, 33.605985999645284), (-86.3173810000861, 33.60103699967059), (-86.32331400022694, 33.60053299988925), (-86.47275100011014, 33.57851099992082), (-86.47796999991321, 33.57786700032268), (-86.51510600007678, 33.56721900000818), (-86.52126599949936, 33.56617300028757), (-86.52479099984514, 33.56558000002178), (-86.5857499994974, 33.54642999997172), (-86.59184499993385, 33.54496999999872), (-86.63255800008916, 33.547938000340366), (-86.6515840001064, 33.54552799968739), (-86.65430100008928, 33.545826000140664), (-86.66544299974021, 33.5464360001573), (-86.69048300016004, 33.538767999891554), (-86.69790899980275, 33.53370200006196), (-86.7033699996229, 33.530968000334454), (-86.71239399989152, 33.53149800036985), (-86.71761700000609, 33.53328700028586), (-86.72032300046658, 33.534307999977734), (-86.73876099951937, 33.543986999648844), (-86.74398899970002, 33.546362999967855), (-86.74908900014925, 33.54775700033918), (-86.75350000053669, 33.544543999762055), (-86.75998200020103, 33.54504899966701), (-86.76261399958436, 33.54647499961934)]",Hubs,pc
3,Road,Atlanta GA,Jacksonville FL-GA  CFS Area (FL Part),Hubs,Road,Atlanta GA,Jacksonville FL-GA  CFS Area (FL Part),308.57506301355266,"[(-84.39005699965129, 33.75445199962218), (-84.38963399972293, 33.75450799991321), (-84.38028400005565, 33.754434000449564), (-84.37944200038137, 33.75438900027428), (-84.37912500015649, 33.75438900022703), (-84.37804299985083, 33.754369000320885), (-84.37215600041375, 33.75429800035383), (-84.37019000018167, 33.749843999777816), (-84.3691219996053, 33.74874599968572), (-84.36879900016818, 33.74842900032082), (-84.36813799996172, 33.743915999572685), (-84.36816199997632, 33.742814999614), (-84.36761400029644, 33.74285599998448), (-84.36518699951247, 33.74303799976432), (-84.3576680001133, 33.743428000044034), (-84.3530079995099, 33.744516000148366), (-84.34923699961702, 33.74451899950766), (-84.3492310003909, 33.74379400022286), (-84.3492350001271, 33.74337000011139), (-84.34950000022313, 33.7044059997515), (-84.34038599977417, 33.668438999727286), (-84.34032900004944, 33.66789899976634), (-84.34022999952428, 33.667370999781035), (-84.27967000038011, 33.57754499965398), (-84.27922300029405, 33.577352999867195), (-84.27599400039735, 33.57338399967253), (-84.2703240001317, 33.557922000372685), (-84.26937300004398, 33.548267000028574), (-84.26432899985714, 33.53690500006471), (-84.23543600004125, 33.50943900040643), (-84.22491700003451, 33.49899700012021), (-84.21850400021776, 33.48625899981211), (-84.21605800051438, 33.47693499968125), (-84.21197999966468, 33.46631600006306), (-84.20831299963592, 33.457918999567944), (-84.18556600006937, 33.430483000097354), (-84.17728900045884, 33.42377200045392), (-84.16554099999914, 33.4145070000306), (-84.16164599952592, 33.411461999846935), (-84.12659299977572, 33.35591599962035), (-84.12422900044312, 33.347970000005965), (-84.11232100032767, 33.29821799970088), (-84.09916600035451, 33.266885999683865), (-84.0906749999078, 33.2543930002593), (-84.06346299977025, 33.21078599996229), (-84.0598229995554, 33.2018530000708), (-84.04214099961155, 33.169753999946984), (-84.03778000013837, 33.160973000035696), (-84.00364299999893, 33.11614300026292), (-84.0019800004103, 33.10695100028697), (-83.95482299962849, 33.05625200027597), (-83.94763299968037, 33.05051199970007), (-83.94169399984465, 33.04529699961117), (-83.93394199958253, 33.040623000136094), (-83.92669600035903, 33.03716399959942), (-83.9178080004001, 33.032700000468246), (-83.9145279999266, 33.030632000186166), (-83.90538000014867, 33.02551999985433), (-83.81448100006243, 32.95966000045835), (-83.71169299980102, 32.91995000037774), (-83.7037829999875, 32.91563899956857), (-83.68994499979942, 32.905301000131345), (-83.68171500052978, 32.89718899978228), (-83.66975400040826, 32.882663999636016), (-83.66087600017728, 32.87212600000875), (-83.64245000012512, 32.8589110000103), (-83.63320900045439, 32.85302799961286), (-83.62866999963299, 32.849246999541016), (-83.62424200035885, 32.84356200033022), (-83.62250700035874, 32.841834999621625), (-83.6170200003733, 32.83851000029547), (-83.57173300035876, 32.80288500002018), (-83.56996899968912, 32.79936800022422), (-83.57038799963107, 32.79851800014559), (-83.57057700038025, 32.796947999916156), (-83.54459599978928, 32.708963999554676), (-83.44083699955468, 32.543054000288016), (-83.4079769998831, 32.50369600015031), (-83.37903900035005, 32.44557800016944), (-83.35560300045049, 32.41887199986758), (-83.3359949995775, 32.40212900040212), (-83.33099300045862, 32.37192400015714), (-83.30325900010185, 32.344932000448146), (-83.29876699994585, 32.339306000052716), (-83.2864560004369, 32.3222269999574), (-83.1968460000634, 32.21170399987774), (-83.17864799955935, 32.19779600001385), (-83.17525199956158, 32.19279200014111), (-83.18117200006209, 32.17767699956998), (-83.18185999954805, 32.16512199964218), (-83.20117000008648, 31.998565999955947), (-83.20006700031017, 31.98979199965973), (-83.1376889996198, 31.880136000143793), (-82.97902300017694, 31.81252099957605), (-82.9723770000005, 31.777568000191046), (-82.85077000023949, 31.52727299968887), (-82.84944199990528, 31.50886000044133), (-82.84955799947349, 31.506422000241066), (-82.84964499969159, 31.501289999808886), (-82.82960299954269, 31.49555000002), (-82.51799500037338, 31.262047999820904), (-82.47821400027762, 31.254092000004064), (-82.42697199969986, 31.23506499966236), (-82.35411300037347, 31.21337999997856), (-82.35582800041564, 31.212082999894328), (-82.3382960004013, 31.208092000266472), (-82.33691099966646, 31.206857000045336), (-82.266589000291, 31.130086999652942), (-82.1280060005383, 30.999865999849067), (-82.0275050002437, 30.875135000459355), (-82.01111300002287, 30.861200000072326), (-82.00632299995486, 30.832704000376904), (-82.0060070003079, 30.831614999587174), (-81.97888500042755, 30.77658299996755), (-81.82976500030699, 30.563674999934083), (-81.82545799997811, 30.56016899999775), (-81.79174599986277, 30.506133999549483), (-81.74870099993505, 30.414199999970002), (-81.74831900052288, 30.41366499964152), (-81.74767600002605, 30.412461999986597), (-81.74725099961124, 30.41179499969592), (-81.7465650000846, 30.410592000139733), (-81.74613399962077, 30.409812000163956), (-81.73330799985156, 30.3868740003548), (-81.72419300015385, 30.37068299993636), (-81.7211639999474, 30.366367999802375), (-81.71101300001025, 30.357711000368425), (-81.71048200014158, 30.35708500036934), (-81.70725399970529, 30.35317700028087), (-81.67003400011511, 30.33787499980056), (-81.66926799968705, 30.337345999749243), (-81.66834599972664, 30.336663999757118), (-81.6644990000083, 30.334813999895538), (-81.66333900045915, 30.3345649997825), (-81.65598999983175, 30.332990999576246)]",Hubs,pc
4,Road,Atlanta GA,Greenville SC,Hubs,Road,Atlanta GA,Greenville SC,144.41131262742164,"[(-84.39005699965129, 33.75445199962218), (-84.39110600028768, 33.75537800009168), (-84.39266599978808, 33.75699400035406), (-84.39350700004378, 33.757901000159485), (-84.39209399988636, 33.759205000411406), (-84.39207900027277, 33.759734000317664), (-84.39204999979096, 33.76098600035563), (-84.3920289995907, 33.76226899984379), (-84.39115200016232, 33.76465000020652), (-84.39030100027692, 33.76542600040858), (-84.38893500029134, 33.768330000471806), (-84.38891100017635, 33.76879499983014), (-84.38890600036302, 33.76914299965683), (-84.38887900008365, 33.76961799962112), (-84.38887200040995, 33.769952000262506), (-84.38884499960736, 33.77123900007163), (-84.38920999955099, 33.78155799961898), (-84.38926499988546, 33.7866479995694), (-84.38931200012308, 33.78993000043155), (-84.38921499980275, 33.79183000023243), (-84.38909200043666, 33.79464000037865), (-84.38895900040401, 33.79723800042848), (-84.39052700041148, 33.798042000415684), (-84.38703999963474, 33.80110399951286), (-84.37252199957877, 33.810627999731864), (-84.37051799990455, 33.81119899970445), (-84.36826999990282, 33.812103000219665), (-84.36619999976858, 33.813230000219804), (-84.35920299969636, 33.820811999559346), (-84.35281799970791, 33.82344100040304), (-84.3515699997405, 33.823800000300494), (-84.34987900019311, 33.82442000043634), (-84.34061400028429, 33.8297589996288), (-84.33076899973182, 33.83408099981672), (-84.31811599970418, 33.83973399974278), (-84.30869900000516, 33.84152100043661), (-84.29154300047206, 33.8618270003278), (-84.2848219999939, 33.86789599979215), (-84.27484299955161, 33.875993999695304), (-84.2710919997722, 33.880777999835786), (-84.2666100003199, 33.88642299993133), (-84.26217700045962, 33.88987600049335), (-84.25579999994747, 33.893821000086156), (-84.24862900034611, 33.89818799986983), (-84.24098099985983, 33.90293199987446), (-84.22697500014745, 33.90910500028546), (-84.2142049996684, 33.91104699958292), (-84.20240600037155, 33.91472800047919), (-84.18062699957166, 33.92602400001832), (-84.1717350003328, 33.93021599976807), (-84.16284200042746, 33.93380000031555), (-84.1551590000999, 33.9392629998211), (-84.14228100004996, 33.9461180001998), (-84.13396099982725, 33.95008499997199), (-84.12233999985924, 33.95576699972798), (-84.10364000003186, 33.963017000034306), (-84.10027000041599, 33.9643489996935), (-84.09308699953898, 33.97027299962065), (-84.08883499951853, 33.97778200020267), (-84.08433400044233, 33.98682999993699), (-84.07790699942642, 33.99621700037117), (-84.06704500041178, 34.012591000498865), (-84.04437799971387, 34.03288299993124), (-84.03132800015159, 34.04311699961426), (-84.00176900050009, 34.05584200005077), (-83.98202699974429, 34.05730599972058), (-83.81750899979923, 34.095461000413984), (-83.80584000023755, 34.09789600030105), (-83.76551199962033, 34.11657900018822), (-83.75684599994464, 34.11914400017206), (-83.64900500005055, 34.14973999995849), (-83.64235899993255, 34.15529700006261), (-83.59672000030551, 34.184287000448705), (-83.58991900030915, 34.18849999963745), (-83.50374199941552, 34.22773900026236), (-83.49964099974169, 34.22959999977081), (-83.46575899965838, 34.25319800023097), (-83.45788499997579, 34.25755299968269), (-83.4101219996133, 34.29628599988883), (-83.40101600020252, 34.30049900019035), (-83.32210499984863, 34.34509799956667), (-83.31388799984335, 34.34793799982788), (-83.26377999997301, 34.37303099975263), (-83.25412799977342, 34.377070000412566), (-83.23186500022642, 34.38998199992051), (-83.2234340000918, 34.393574999559505), (-83.12539599991076, 34.4453389999301), (-83.12252499951683, 34.44664399965607), (-83.0631469998517, 34.472041999777), (-83.05852399968961, 34.47308800006538), (-83.05799599998377, 34.474559000161086), (-83.05454500022476, 34.475249000165626), (-83.02525400000924, 34.48783100005929), (-83.01832799999242, 34.491852999989185), (-82.99730099985834, 34.49973599991907), (-82.99163000009, 34.50086399977191), (-82.96831499962784, 34.505128000079935), (-82.96068900016223, 34.50705399996697), (-82.84323499993593, 34.52736000007544), (-82.84011500054064, 34.5285259998636), (-82.81037100029505, 34.54535799982915), (-82.80301000047416, 34.548868000155785), (-82.71669000001144, 34.5731500001931), (-82.71233600037918, 34.57339299976504), (-82.71100599998385, 34.57348200011174), (-82.70812800034842, 34.57371300019592), (-82.69578800046209, 34.57810399989074), (-82.69219599971495, 34.579527000338736), (-82.60233899996486, 34.63167799969827), (-82.5958290000947, 34.633862000246005), (-82.54082000017439, 34.672875999608976), (-82.53371899952396, 34.67628700017833), (-82.50436900009618, 34.69472200039906), (-82.44545999947633, 34.78704999992998), (-82.43866399967756, 34.79430699962575), (-82.4294329997675, 34.80095700028749), (-82.42205299956608, 34.80928100026096), (-82.41584200053335, 34.821314000078104), (-82.39473200040273, 34.85144499999551), (-82.40091999972658, 34.85389000019473)]",Hubs,pc
